"","sig_names","p.value","cluster0","cluster1","statistic","p.adj","log10pvalue","stars"
"45","AG.Robertson.2017.BLCA_luminal_markers",2.75782663149277e-08,0.127060280758188,-0.465512887025572,0.59257316778376,1.67920999339782e-07,7.55943303886814,"****"
"46","Remethylation",3.23395793360335e-08,0.125881380115876,-0.461193728920112,0.587075109035987,1.92631407349417e-07,7.49026563357085,"****"
"47","CD8_c7_p_Tex",3.65690202332103e-08,0.122858861419643,-0.450120076351613,0.572978937771256,2.13189607317013e-07,7.43688667523785,"****"
"48","Glycogen_Biosynthesis",4.38487842208343e-08,0.122273477980309,-0.447975397202193,0.570248875182501,2.50303476593929e-07,7.3580424436549,"****"
"49","Ether_Lipid_Metabolism",4.83755240648746e-08,0.125241076721521,-0.458847838608052,0.584088915329574,2.70508032526034e-07,7.31537431712031,"****"
"50","Arginine_and_Proline_Metabolism",6.31007826095026e-08,0.121520197307362,-0.445215590134938,0.566735787442301,3.45792288700074e-07,7.19996525437107,"****"
"51","Fatty_Acid_Degradation",6.74122660643056e-08,0.121198938514631,-0.444038588894311,0.565237527408942,3.62175703953328e-07,7.1712610738005,"****"
"52","CD4_c6_Tn_FHIT",7.81064831112279e-08,0.121629011380252,-0.445614254083402,0.567243265463655,4.11561084086086e-07,7.10731291666589,"****"
"53","CD8_c13_Tn_TCF7",9.84137043367427e-08,0.121206052245623,-0.444064651590158,0.565270703835781,5.03205408569331e-07,7.00694442084294,"****"
"54","CD4_c8_Tf17",9.91718688421309e-08,0.120768510762269,-0.442461623500702,0.563230134262971,5.03205408569331e-07,7.00361150263653,"****"
"55","Selenocompound_Metabolism",1.06254639380937e-07,0.117275456752133,-0.429664062790999,0.546939519543131,5.29341294370485e-07,6.97365209832657,"****"
"56","Heme_Biosynthesis",1.18255012515883e-07,0.12143067463515,-0.444887604415506,0.566318279050657,5.78604882666998e-07,6.92718044161044,"****"
"57","CD8_c8_Teff_KLRG1",1.2238347749984e-07,0.120391307805033,-0.441079658683926,0.561470966488959,5.88299523420283e-07,6.91227721058099,"****"
"58","CD4_c7_Tn_TCEA3",1.62043608532245e-07,0.119623921601271,-0.438268172946251,0.557892094547522,7.65516357548883e-07,6.79036809412217,"****"
"59","T_helper_cells_Bindea_et_al",1.67010643740583e-07,0.119595936252858,-0.438165642554718,0.557761578807576,7.74273997006444e-07,6.77725584998714,"****"
"60","Fatty_Acid_Elongation",1.69549050439367e-07,0.118500724274444,-0.434153096014335,0.55265382028878,7.74273997006444e-07,6.77070463814834,"****"
"61","iDC_Bindea_et_al",1.75397589442362e-07,0.115402070041105,-0.422800504398383,0.538202574439488,7.87851467331264e-07,6.7559763796078,"****"
"62","CellCycle_Reg",2.15610365801607e-07,0.118740334243191,-0.435030959085674,0.553771293328865,9.37733971899054e-07,6.66633036360487,"****"
"63","Terpenoid_Backbone_Biosynthesis",2.15610365801607e-07,0.115358876223048,-0.4226422544809,0.538001130703948,9.37733971899054e-07,6.66633036360487,"****"
"64","EV_Cell_2020",2.62706329572029e-07,0.118391834118411,-0.433754153318781,0.552145987437192,1.12471147348025e-06,6.58052946331942,"****"
"65","Glycerolipid_Metabolism",2.92533182601689e-07,0.11709560468113,-0.429005135734405,0.546100740415535,1.2325662953398e-06,6.533824863929,"****"
"66","Nicotinate_and_Nicotinamide_Metabolism",2.96895530994258e-07,0.117676351138187,-0.431132826293887,0.548809177432074,1.2325662953398e-06,6.52739633955162,"****"
"67","Urea_Cycle",3.70372897157963e-07,0.115197207723035,-0.422049946879085,0.53724715460212,1.5033820709113e-06,6.43136080127034,"****"
"68","Gluconeogenesis",3.73102119788205e-07,0.114786453807574,-0.420545060852528,0.535331514660103,1.5033820709113e-06,6.42817228349816,"****"
"69","CD4_c2_Tn",3.97097478143419e-07,0.116754854271326,-0.427756722728575,0.544511576999901,1.57687984074343e-06,6.40110287101185,"****"
"70","Nicotinamide_Adenine_Metabolism",4.41507550008218e-07,0.118345046510432,-0.433582736772734,0.551927783283167,1.72818669574645e-06,6.3550618653619,"****"
"71","Mismatch_Repair",5.67275000738471e-07,0.118078054111868,-0.432604552232863,0.550682606344731,2.18920211552593e-06,6.24620635495206,"****"
"72","Glycosaminoglycan_Biosynthesis",8.51071077584501e-07,0.111523362168712,-0.408590017149085,0.520113379317797,3.23879826747435e-06,6.07003416810143,"****"
"73","Glycosphingolipid_Biosynthesis",1.08707499750378e-06,0.10984559193879,-0.402443142147425,0.512288734086215,4.08025410021965e-06,5.96374049282403,"****"
"74","Mph_08_APOE",1.16240745162621e-06,0.109292686512348,-0.400417453239929,0.509710139752277,4.30404921277812e-06,5.93464161465139,"****"
"75","CD8_c6_Tcm",1.52772869603348e-06,0.108876811358477,-0.398893804446102,0.507770615804579,5.58130216950897e-06,5.81595376374272,"****"
"76","Molecular_Cancer_m6A",1.8049662833129e-06,0.114877281675657,-0.420877828440019,0.535755110115677,6.5073784424702e-06,5.74353090628349,"****"
"77","Eosinophils_Bindea_et_al",1.86852174010016e-06,0.106612154892342,-0.390596744472829,0.497208899365171,6.64902541282395e-06,5.72850184480358,"****"
"78","Antigen_Processing_and_Presentation_Li_et_al",1.91428408362412e-06,0.107374092023337,-0.393388266350987,0.500762358374324,6.72453639632061e-06,5.71799361159821,"****"
"79","CD8_c4_Tstr",2.48573043511478e-06,0.109652363494728,-0.401735207847943,0.511387571342671,8.62139416736012e-06,5.60454597017941,"****"
"80","Lysine_Degradation",2.7914288532595e-06,0.105529132451599,-0.386628856946566,0.492157989398165,9.56064382241377e-06,5.55417343678384,"****"
"81","Prostaglandin_Biosynthesis",3.12243056077317e-06,0.108460189885594,-0.397367421350759,0.505827611236353,1.05622959710105e-05,5.50550721105098,"****"
"82","Tcm_Bindea_et_al",3.29616433701235e-06,0.105492955582678,-0.386496315143618,0.491989270726296,1.10140125407486e-05,5.48199114379578,"****"
"83","Folate_One_Carbon_Metabolism",6.13151032748578e-06,0.10504468960411,-0.38485399554072,0.48989868514483,2.02413714425434e-05,5.21243253590547,"****"
"84","MT_exosome",7.01522587016091e-06,0.104388841051161,-0.382451152169739,0.4868399932209,2.28829986717154e-05,5.15395834137328,"****"
"85","Retinoid_Metabolism",7.71251371042873e-06,-0.101407663723675,0.371528962669038,-0.472936626392712,2.48615147842055e-05,5.11280405091873,"****"
"86","Ketone_Biosynthesis_and_Metabolism",7.8137407276997e-06,0.101092987078657,-0.370376076553664,0.471469063632322,2.48949413882525e-05,5.10714100345132,"****"
"87","Butanoate_Metabolism",8.04616612666865e-06,0.102184565046033,-0.374375309106706,0.476559874152739,2.5134503837043e-05,5.09441100493022,"****"
"88","B_cells_Danaher_et_al",8.07239539291892e-06,-0.0964044529972192,0.353198615405741,-0.44960306840296,2.5134503837043e-05,5.09299757413024,"****"
"89","CD4_c4_Tstr",1.01914718099723e-05,0.101003239117876,-0.370047265440713,0.471050504558589,3.13759918644092e-05,4.99176309246149,"****"
"90","Mph_09_STMN1",1.36359068371902e-05,0.100221790540194,-0.36718425914726,0.467406049687454,4.15137608154458e-05,4.86531597460598,"****"
"91","Glycolysis",1.43464098831888e-05,0.0978831052843072,-0.358615978652241,0.456499083936548,4.31968825054255e-05,4.84325676534053,"****"
"92","Steroid_Biosynthesis",1.54787164352465e-05,0.0997567097886486,-0.365480334977881,0.46523704476653,4.60996554701907e-05,4.81026505581087,"****"
"93","Mph_07_SLC40A1",1.67485582651914e-05,0.0992187247681868,-0.363509310212649,0.462728034980836,4.93452146737897e-05,4.7760225715776,"****"
"94","Cytokines_Li_et_al",1.84613138293961e-05,-0.0945987671819672,0.346583093923313,-0.44118186110528,5.38127658431332e-05,4.73373739493779,"****"
"95","BCR_Signaling_Pathway_Li_et_al",2.1580187955119e-05,0.0965002012625449,-0.353549409935342,0.450049611197887,6.22418052600276e-05,4.6659447770991,"****"
"96","TAM_Peng_et_al",2.46577211694537e-05,0.0958069993431485,-0.351009714407642,0.44681671375079,7.03772458378156e-05,4.60804706274688,"****"
"97","Cell_cycle",2.54310333858608e-05,0.0978595213559406,-0.35852957381734,0.456389095173281,7.17642052121007e-05,4.59463599198086,"****"
"98","Mph_03_SPP1",2.56674894554229e-05,0.0943169363821998,-0.345550545683458,0.439867482065657,7.17642052121007e-05,4.59061660772033,"****"
"99","Mo_01_CD14",3.02985379625944e-05,0.093503800987905,-0.342571447867192,0.436075248855097,8.38565596136452e-05,4.51857832760651,"****"
"100","DNA_replication",3.26024187135122e-05,0.0966149835373887,-0.353969939685654,0.450584923223043,8.93306272750234e-05,4.48675017922759,"****"
"101","Mucin_Type_O_Glycan_Biosynthesis",3.4965744401373e-05,0.0923040536519781,-0.338175913379814,0.430479967031792,9.48575640195665e-05,4.45635722143583,"****"
"102","CD4_c5_CTL",3.97070610189074e-05,0.0937134578597711,-0.343339571273852,0.437053029133623,0.000106588933237922,4.40113225674137,"****"
"103","Nature_metabolism_Hypoxia",4.00681026405326e-05,0.0930003199246645,-0.340726835830187,0.433727155754851,0.000106588933237922,4.39720122238528,"****"
"104","Vitamin_B6_Metabolism",4.45170979337848e-05,0.0938106337429852,-0.343695596191114,0.437506229934099,0.000117285431094779,4.35147315503867,"****"
"105","Cholesterol_Biosynthesis",4.71245597336538e-05,0.0913140046037166,-0.334548654034855,0.425862658638572,0.000122972660638297,4.32675269421083,"****"
"106","Biosynthesis_of_Unsaturated_Fatty_Acids",7.2573828552913e-05,0.0909188801644362,-0.333101029982978,0.424019910147415,0.000187596500221681,4.13921996558395,"****"
"107","Mph_04_TREM2",8.37063380484332e-05,0.0901647887360465,-0.330338252537374,0.420503041273421,0.000214350809581969,4.0772416569978,"****"
"108","DC_03_LAMP3",9.37007972264448e-05,0.0870000518021073,-0.31874355262011,0.405743604422217,0.000237722392963388,4.02825671402606,"****"
"109","Mph_01_MARCO",0.000108788135814564,0.086680927810249,-0.317574372685337,0.404255300495586,0.000273467423974225,3.9634184652189,"***"
"110","Galactose_Metabolism",0.000165254454587057,0.0855744599025035,-0.313520587607402,0.399095047509906,0.000411633823244125,3.78184682487407,"***"
"111","Mph_06_CXCL9",0.000194676439605288,0.085557487481586,-0.31345840546351,0.399015892945096,0.00048055265271936,3.71068660507244,"***"
"112","Histidine_Metabolism",0.000202346937005865,0.0804893645487708,-0.294890238258328,0.375379602807099,0.000495027328032206,3.69390336528536,"***"
"113","CD4_c10_Tn_LEF1_ANKRD55",0.000212042828349157,0.0812752046554166,-0.297769333870287,0.379044538525704,0.000514156946616539,3.67357641153748,"***"
"114","Tem_Bindea_et_al",0.000216160688813103,0.0850765269635107,-0.31169630232649,0.396772829290001,0.000519544111708685,3.66522328440618,"***"
"115","MonoDC",0.000222173758684593,0.0857207650032872,-0.314056608065141,0.399777373068428,0.000529353129387639,3.65330723761603,"***"
"116","Porphyrin_and_Chlorophyll_Metabolism",0.000232757761431018,0.0867827873804807,-0.317947557305478,0.404730344685959,0.000549789884759472,3.6330958283253,"***"
"117","DC_01_CLEC9A",0.000252598343215621,0.08352856162115,-0.306024995673948,0.389553557295098,0.000591555094368207,3.59756950229483,"***"
"118","DC_05_LILRA4",0.000280766958334613,0.0830667017333144,-0.304332871837099,0.387399573570413,0.000651950394776984,3.5516540028716,"***"
"119","Homologous_recombination",0.000298732199967531,0.083810869181815,-0.30705929063072,0.390870159812535,0.000687837166311795,3.52471796281765,"***"
"120","CD8_c12_Trm",0.000304410066332854,0.0815978761666184,-0.298951510911328,0.380549387077946,0.000695069651460017,3.5165409902703,"***"
"121","MHC_Class_I",0.00033345458692539,0.0820374778753623,-0.300562087083186,0.382599564958548,0.0007550955108889,3.47696330414821,"***"
"122","CD4_c3_Tfh",0.00035360870634513,0.0782047784753853,-0.286520161847872,0.364724940323257,0.000794170373266931,3.45147705058459,"***"
"123","TCR_signaling_Pathway_Li_et_al",0.00036410772772194,0.0799867866557251,-0.293048935181152,0.373035721836877,0.000811101767445623,3.438770103622,"***"
"124","CD4_c9_Tn_TCF7_SLC40A1",0.0003679972942337,0.0791809825544103,-0.290096697146246,0.369277679700657,0.000813155311451886,3.43415537454304,"***"
"125","CD8_c10_Teff_CD244",0.000527200531397807,0.0686254508576127,-0.251424218186298,0.320049669043911,0.00114942800035171,3.27802416066173,"***"
"126","DC_04_CD207",0.000528569080453707,0.0818298491397064,-0.299801394193261,0.381631243332967,0.00114942800035171,3.27689824525479,"***"
"127","Mph_05_IL1B",0.000559527714567582,0.0789247993702204,-0.289158114506825,0.368082913877046,0.00120717002985447,3.25217839709689,"***"
"128","Mono_like_03_CD14CD16",0.000580099290589253,0.0782270546908623,-0.286601775593071,0.364828830283933,0.00124177504391762,3.23649766563628,"***"
"129","APM",0.00065945799228441,0.0805698427514298,-0.295185087602583,0.375754930354013,0.00140070922392193,3.18081286395405,"***"
"130","T_cell_accumulation_Peng_et_al",0.00080162519022566,0.0754688813115166,-0.276496609406795,0.351965490718312,0.00168957924709101,3.09602864401661,"***"
"131","CD4_c0_Tcm",0.000815869528624569,0.0767220455818853,-0.281087848415049,0.357809893996934,0.00170647519727582,3.08837928674717,"***"
"132","CAF_S1",0.000845065352750756,-0.0706801151887623,0.258951926443784,-0.329632041632546,0.00175415080798263,3.07310970378222,"***"
"133","Tryptophan_Metabolism",0.000904126340303155,0.0743414603704834,-0.272366058348497,0.34670751871898,0.00186263621987266,3.04377087808359,"***"
"134","PPAGs",0.000915474798491216,0.0719404525538077,-0.263569445639614,0.335509898193422,0.0018719410058701,3.03835360660734,"***"
"135","Pantothenate_and_CoA_Biosynthesis",0.00111049135638954,0.0733876179428562,-0.26887144980834,0.342259067751197,0.00225388616037581,2.95448481747295,"**"
"136","Natural_Killer_Cell_Cytotoxicity_Li_et_al",0.00176958127036913,0.0705896417619192,-0.258620457428624,0.329210099190543,0.00356518579471427,2.75212948701779,"**"
"137","Mo_02_CD16",0.00180770495688203,0.0691801739728102,-0.25345656659065,0.32263674056346,0.00361540991376407,2.74287245110306,"**"
"138","Fatty_Acid_Biosynthesis",0.00183353855636702,0.0723845778202599,-0.265196594845908,0.337581172666168,0.00364050409017799,2.73670995309286,"**"
"139","CD4_c11_Tisg",0.00189961369233549,0.0674730073052,-0.247201991365954,0.314674998671154,0.0037445622424455,2.7213347087024,"**"
"140","Hexosamine_Biosynthesis",0.0020335985932279,0.0687151889384214,-0.251752993101827,0.320468182040248,0.00398004296103174,2.69173476721964,"**"
"141","Arachidonic_Acid_Metabolism",0.00262445057162071,0.0625449619794097,-0.229147028844917,0.291691990824327,0.00509831633564407,2.58096160223458,"**"
"142","Retinol_Metabolism",0.00264863279850037,-0.0716386898774083,0.262463872648204,-0.334102562525612,0.00509831633564407,2.57697824730454,"**"
"143","CD8_c5_Tisg",0.00266080013137629,0.066014359747498,-0.241857919782869,0.307872279530367,0.00509831633564407,2.57498774668138,"**"
"144","CD8_c2_Teff",0.00295513494419016,0.062860059195196,-0.230301455812488,0.293161515007684,0.00562234003714289,2.52942268257324,"**"
"145","CD8_c0_t_Teff",0.00297532593206467,0.0672596077367404,-0.246420155778854,0.313679763515595,0.00562234003714289,2.52646545254256,"**"
"146","TGFb_Family_Member_Li_et_al",0.00306428276853392,-0.0685256294472588,0.251058500806771,-0.31958413025403,0.00575077725053626,2.51367116098864,"**"
"147","T_cell_exhaustion_Peng_et_al",0.00312728194047386,0.0652501832224039,-0.239058193398896,0.3043083766213,0.00582908334482882,2.50483296312153,"**"
"148","Neu_10_SPP1",0.00325683575904427,0.0670840737755385,-0.245777049053743,0.312861122829281,0.00602954728363602,2.48720414218406,"**"
"149","GPAGs",0.00331596955048106,0.0665144466952457,-0.243690096741874,0.31020454343712,0.00609782320021349,2.47938946609485,"**"
"150","Interleukins_Li_et_al",0.00343718034525275,-0.0682854381006334,0.250178507731524,-0.318463945832158,0.00627858276399502,2.46379768028835,"**"
"151","CD4_c1_Treg",0.00438572549513545,0.0641909293366789,-0.235177387127301,0.29936831646398,0.00795820387859016,2.35795855452779,"**"
"152","Hu_hypoxia_signature",0.0044243108169193,0.0626639166867089,-0.229582845206173,0.292246761892882,0.00797540239365716,2.35415437055252,"**"
"153","Cyclooxygenase_Arachidonic_Acid_Metabolism",0.00486951575145331,0.0631455160486357,-0.231347288886152,0.294492804934788,0.00872057069214515,2.31251422501294,"**"
"154","Mast",0.00498697127153818,0.0605203280373254,-0.221729343428785,0.282249671466111,0.00887292291169781,2.30216313361608,"**"
"155","DC_02_CD1C",0.00547109415212992,0.0667563011469516,-0.244576182963168,0.311332484110119,0.00967148256570064,2.26192581137887,"**"
"156","Steroid_Hormone_Biosynthesis",0.00569821554890856,-0.0637260179383126,0.233474083420013,-0.297200101358325,0.0100084042333394,2.24426112653722,"**"
"157","CD8_c11_Teff_SEMA4A",0.00584600728608623,0.0611079906650067,-0.223882372878874,0.284990363543881,0.0102025859642524,2.23314064770163,"**"
"158","Aldosterone_Biosynthesis",0.00625715858583418,0.0702262101128866,-0.257288946785266,0.327515156898153,0.0108510218513833,2.20362283781776,"**"
"159","Mono_like_02_CD16",0.00633708612459215,0.0591623853368363,-0.216754225924338,0.275916611261175,0.0109205131958381,2.19811039052649,"**"
"160","DC_06_STMN1",0.00686498378950544,0.0625913213637666,-0.229316876500879,0.291908197864646,0.0117562847395281,2.16336048393876,"**"
"161","Type_I_IFN_Reponse_Rooney_et_al",0.00721842610908243,0.0597075696298901,-0.218751626785615,0.278459196415505,0.0122847748688732,2.1415574847923,"**"
"162","B_cells_Bindea_et_al",0.0106017302396975,-0.0533162997976877,0.195335824037546,-0.248652123835234,0.0179313215165253,1.97462325056246,"*"
"163","Cytotoxic_cells_Bindea_et_al",0.0109463381997054,0.0559618822652595,-0.205028489007234,0.260990371272494,0.0184005930473575,1.96073113795883,"*"
"164","Drug_Metabolism_by_Cytochrome_P450",0.0114364177587317,-0.0482797243823384,0.17688323800255,-0.225162962384888,0.019107185767637,1.94170998876367,"*"
"165","Neutrophils_Danaher_et_al",0.0122804594555862,-0.0554734909776499,0.20323916163493,-0.25871265261258,0.0203930053989735,1.91078538439249,"*"
"166","Treg_Rooney_et_al",0.0126481298418297,-0.0574556861463826,0.210501363403561,-0.267957049549944,0.0208770335943455,1.89797368471874,"*"
"167","EMT1",0.0127478065911954,0.0563012709207431,-0.206271912930864,0.262573183851607,0.020915562910105,1.89456453423296,"*"
"168","Phenylalanine_Metabolism",0.0139721367135731,0.0544161191676181,-0.199365250755698,0.253781369923317,0.0227878896399943,1.85473717355973,"*"
"169","MeTIL_Jeschke_et_al",0.0154466179152232,0.0549134920848823,-0.201187484275586,0.256100976360469,0.0250436290459833,1.81116659595083,"*"
"170","Chemokines_Li_et_al",0.0182210323602968,-0.0535481295298413,0.196185182525259,-0.249733312055101,0.0293680168630666,1.73942702057494,"*"
"171","Primary_Bile_Acid_Biosynthesis",0.0221021759432789,0.0500427799491783,-0.183342574327078,0.233385354276256,0.0354151825056048,1.65556496823162,"*"
"172","Co_inhibition_T_cell_Rooney_et_al",0.0227590497942997,-0.0505759089593723,0.185295808045842,-0.235871717005214,0.0362556956025472,1.6428458739864,"*"
"173","alpha_Linoleic_Acid_Metabolism",0.0241238370526297,0.0574459606043258,-0.210465731771601,0.267911692375926,0.0382076956787315,1.6175536136857,"*"
"174","wound_myCAF",0.0252389166407222,-0.0440723809571159,0.161468723152619,-0.205541104109735,0.0397440411468844,1.59792929075334,"*"
"175","TFH_Bindea_et_al",0.0265880478569611,0.0505614009295631,-0.18524265473309,0.235804055662653,0.0416292863588991,1.57531354819204,"*"
"176","AG.Robertson.2017.BLCA_basal_markers",0.0275053565656598,-0.0539286083635678,0.197579149225815,-0.251507757589383,0.0428208391988113,1.56058272070168,"*"
"177","AG.Robertson.2017.BLCA_squamous_differentiation_markers",0.0287029797767234,-0.0518547677673336,0.189981184563505,-0.241835952330839,0.0444328613492781,1.54207301499378,"*"
"178","TGFb_Family_Member_Receptor_Li_et_al",0.0298399806092281,0.0493659852747813,-0.180862990298756,0.230228975573538,0.0459334532973511,1.52520146341478,"*"
"179","Immune_Checkpoint",0.036309298317985,-0.0471197766166642,0.172633517869902,-0.219753294486567,0.055579596307977,1.43998214380459,"*"
"180","Antimicrobials_Li_et_al",0.0375708080472919,0.0435845093444248,-0.159681299722052,0.203265809066477,0.0571911189164332,1.42514946432692,"*"
"181","Steroid_Hormone_Metabolism",0.0445255330751917,-0.0461697815664152,0.169153005030937,-0.215322786597352,0.0671442820829663,1.35139087230878,"*"
"182","TNF_Family_Members_Receptors_Li_et_al",0.0445994866390506,0.0452174732446306,-0.165664017020151,0.210881490264782,0.0671442820829663,1.35067014019168,"*"
"183","Ascorbate_and_Aldrate_Metabolism",0.0471762651908251,-0.0420639147735005,0.154110271825037,-0.196174186598538,0.0706355008868091,1.32627644393408,"*"
"184","MHC_Class_II",0.0587683940862046,0.0466242045552507,-0.170817882175874,0.217442086731125,0.0875138042370655,1.23085617671846,"+"
